x,y
106.5,291.5
115.5,313.5
149.5,241.5
191.5,517.5
208.5,524.5
230.5,322.5
436.5,446.5
446.5,180.5
593.5,287.5
704.5,349.5
721.5,457.5
799.5,314.5
844.5,195.5
845.5,495.5
1060.5,350.5
30.5,418.5
428.5,517.5
94.5,255.5
432.5,505.5
483.5,137.5
1054.5,69.5
252.5,376.5
43.5,469.5
78.5,338.5
117.5,220.5
117.5,263.5
142.5,171.5
689.5,441.5
751.5,390.5
797.5,293.5
828.5,448.5
837.5,333.5
864.5,496.5
923.5,273.5
986.5,309.5
826.5,508.5
100.5,311.5
168.5,149.5
400.5,473.5
556.5,475.5
615.5,526.5
636.5,442.5
636.5,526.5
705.5,334.5
722.5,371.5
744.5,430.5
852.5,279.5
905.5,270.5
910.5,305.5
1003.5,260.5
1053.5,147.5
983.5,207.5
385.5,504.5
88.5,428.5
90.5,342.5
113.5,353.5
672.5,479.5
736.5,468.5
972.5,243.5
803.5,247.5
49.5,341.5
76.5,270.5
198.5,426.5
258.5,274.5
396.5,412.5
402.5,494.5
497.5,511.5
661.5,498.5
722.5,414.5
739.5,413.5
897.5,468.5
921.5,244.5
1032.5,324.5
869.5,249.5
