x,y
451.5,192.5
462.5,291.5
750.5,254.5
212.5,324.5
182.5,365.5
229.5,104.5
256.5,419.5
714.5,391.5
755.5,203.5
97.5,312.5
221.5,442.5
254.5,176.5
331.5,155.5
402.5,452.5
412.5,208.5
782.5,141.5
196.5,249.5
310.5,372.5
491.5,476.5
273.5,243.5
803.5,175.5
106.5,171.5
252.5,110.5
550.5,137.5
562.5,142.5
778.5,207.5
792.5,229.5
288.5,99.5
791.5,169.5
258.5,78.5
178.5,455.5
191.5,105.5
194.5,295.5
730.5,279.5
494.5,215.5
619.5,65.5
686.5,209.5
716.5,186.5
796.5,446.5
58.5,7.5
118.5,117.5
166.5,114.5
213.5,100.5
355.5,381.5
510.5,332.5
697.5,127.5
968.5,275.5
176.5,240.5
494.5,249.5
594.5,515.5
621.5,345.5
272.5,93.5
632.5,315.5
668.5,29.5
121.5,294.5
212.5,326.5
247.5,406.5
494.5,272.5
692.5,238.5
6.5,505.5
202.5,434.5
228.5,151.5
269.5,321.5
601.5,165.5
654.5,243.5
750.5,160.5
81.5,69.5
209.5,344.5
249.5,341.5
272.5,136.5
103.5,297.5
310.5,261.5
682.5,283.5
269.5,383.5
87.5,299.5
169.5,183.5
207.5,263.5
325.5,183.5
225.5,422.5
661.5,198.5
758.5,484.5
804.5,287.5
880.5,235.5
119.5,145.5
155.5,260.5
779.5,518.5
241.5,430.5
270.5,172.5
9.5,258.5
82.5,326.5
96.5,333.5
165.5,65.5
578.5,156.5
598.5,18.5
430.5,457.5
453.5,215.5
573.5,388.5
14.5,515.5
73.5,165.5
235.5,350.5
256.5,141.5
555.5,505.5
655.5,23.5
256.5,201.5
270.5,149.5
534.5,143.5
655.5,46.5
731.5,517.5
60.5,164.5
678.5,415.5
155.5,286.5
233.5,368.5
594.5,460.5
738.5,186.5
642.5,17.5
747.5,338.5
974.5,99.5
470.5,268.5
278.5,300.5
73.5,337.5
76.5,286.5
177.5,392.5
278.5,121.5
564.5,143.5
794.5,350.5
881.5,91.5
237.5,275.5
269.5,385.5
345.5,202.5
432.5,300.5
462.5,412.5
475.5,235.5
582.5,202.5
747.5,134.5
751.5,162.5
94.5,141.5
135.5,177.5
231.5,402.5
344.5,368.5
692.5,39.5
320.5,197.5
696.5,335.5
721.5,453.5
67.5,266.5
86.5,238.5
87.5,219.5
129.5,260.5
250.5,526.5
384.5,142.5
430.5,455.5
655.5,337.5
770.5,229.5
893.5,41.5
282.5,284.5
135.5,230.5
224.5,235.5
641.5,62.5
684.5,19.5
107.5,192.5
208.5,192.5
701.5,218.5
716.5,8.5
38.5,280.5
121.5,315.5
206.5,261.5
516.5,236.5
801.5,474.5
609.5,50.5
180.5,260.5
253.5,156.5
670.5,90.5
706.5,293.5
812.5,480.5
16.5,265.5
160.5,80.5
181.5,103.5
223.5,170.5
235.5,449.5
239.5,430.5
242.5,141.5
255.5,337.5
301.5,131.5
460.5,463.5
589.5,420.5
674.5,292.5
735.5,240.5
43.5,267.5
95.5,153.5
107.5,159.5
134.5,286.5
193.5,132.5
540.5,526.5
639.5,266.5
679.5,255.5
715.5,278.5
789.5,33.5
830.5,171.5
78.5,284.5
180.5,277.5
588.5,50.5
618.5,430.5
778.5,442.5
996.5,82.5
15.5,226.5
93.5,168.5
192.5,444.5
202.5,110.5
109.5,189.5
308.5,374.5
653.5,47.5
33.5,193.5
313.5,481.5
477.5,233.5
887.5,317.5
17.5,193.5
30.5,151.5
120.5,130.5
143.5,79.5
185.5,213.5
196.5,273.5
198.5,341.5
231.5,151.5
711.5,313.5
792.5,350.5
801.5,472.5
805.5,358.5
849.5,305.5
79.5,314.5
120.5,225.5
207.5,277.5
227.5,328.5
179.5,193.5
198.5,66.5
214.5,495.5
239.5,428.5
251.5,286.5
251.5,373.5
253.5,360.5
264.5,287.5
280.5,423.5
331.5,521.5
657.5,214.5
691.5,346.5
798.5,148.5
926.5,99.5
125.5,239.5
670.5,31.5
204.5,388.5
751.5,318.5
753.5,439.5
875.5,257.5
204.5,436.5
11.5,228.5
774.5,422.5
590.5,365.5
683.5,280.5
11.5,170.5
22.5,160.5
60.5,293.5
108.5,340.5
119.5,183.5
163.5,65.5
460.5,412.5
620.5,324.5
637.5,224.5
697.5,324.5
705.5,34.5
756.5,387.5
847.5,305.5
133.5,189.5
149.5,208.5
41.5,170.5
45.5,152.5
80.5,99.5
88.5,251.5
104.5,224.5
121.5,171.5
147.5,234.5
150.5,330.5
185.5,336.5
210.5,453.5
212.5,379.5
236.5,385.5
266.5,101.5
270.5,92.5
278.5,259.5
279.5,356.5
287.5,384.5
291.5,511.5
339.5,251.5
368.5,375.5
381.5,257.5
452.5,213.5
583.5,511.5
677.5,372.5
813.5,261.5
939.5,515.5
247.5,309.5
603.5,167.5
712.5,315.5
97.5,363.5
725.5,430.5
856.5,73.5
867.5,84.5
462.5,410.5
52.5,273.5
88.5,282.5
106.5,132.5
148.5,115.5
221.5,348.5
266.5,268.5
266.5,348.5
277.5,123.5
338.5,320.5
347.5,200.5
688.5,440.5
705.5,200.5
706.5,274.5
744.5,265.5
769.5,177.5
790.5,188.5
868.5,82.5
959.5,99.5
168.5,98.5
191.5,120.5
13.5,227.5
35.5,234.5
87.5,119.5
88.5,188.5
127.5,331.5
137.5,206.5
138.5,163.5
141.5,426.5
160.5,236.5
180.5,179.5
200.5,233.5
206.5,150.5
229.5,196.5
291.5,185.5
651.5,279.5
653.5,78.5
696.5,267.5
718.5,516.5
728.5,103.5
745.5,461.5
799.5,322.5
848.5,371.5
943.5,99.5
576.5,477.5
440.5,323.5
749.5,523.5
70.5,244.5
466.5,488.5
473.5,270.5
15.5,211.5
25.5,171.5
74.5,299.5
195.5,364.5
214.5,141.5
268.5,417.5
393.5,261.5
432.5,298.5
623.5,307.5
747.5,132.5
775.5,307.5
124.5,205.5
253.5,218.5
443.5,321.5
800.5,7.5
149.5,431.5
181.5,68.5
218.5,76.5
240.5,330.5
543.5,205.5
689.5,162.5
