x,y
367.5,320.5
248.5,320.5
310.5,359.5
731.5,499.5
995.5,171.5
659.5,26.5
757.5,233.5
827.5,174.5
848.5,399.5
26.5,321.5
71.5,404.5
74.5,462.5
197.5,366.5
215.5,509.5
647.5,452.5
763.5,240.5
765.5,430.5
987.5,215.5
761.5,274.5
191.5,433.5
822.5,486.5
167.5,442.5
381.5,353.5
574.5,469.5
181.5,461.5
814.5,469.5
349.5,438.5
138.5,384.5
699.5,206.5
201.5,393.5
147.5,488.5
844.5,524.5
106.5,434.5
293.5,82.5
491.5,429.5
507.5,436.5
400.5,419.5
359.5,479.5
775.5,126.5
781.5,516.5
309.5,417.5
542.5,513.5
749.5,311.5
956.5,191.5
131.5,494.5
389.5,482.5
167.5,210.5
167.5,409.5
264.5,109.5
264.5,433.5
490.5,484.5
598.5,414.5
610.5,463.5
630.5,359.5
762.5,503.5
765.5,122.5
95.5,487.5
292.5,321.5
573.5,436.5
876.5,370.5
1008.5,200.5
735.5,268.5
52.5,420.5
281.5,434.5
304.5,507.5
596.5,457.5
721.5,282.5
246.5,336.5
676.5,239.5
759.5,477.5
868.5,390.5
116.5,500.5
153.5,520.5
199.5,351.5
199.5,446.5
741.5,418.5
758.5,449.5
760.5,223.5
814.5,195.5
881.5,395.5
87.5,478.5
128.5,432.5
160.5,290.5
213.5,507.5
275.5,470.5
463.5,363.5
530.5,413.5
665.5,269.5
759.5,272.5
824.5,485.5
921.5,511.5
909.5,393.5
933.5,295.5
978.5,162.5
122.5,390.5
154.5,387.5
303.5,434.5
308.5,373.5
309.5,327.5
332.5,332.5
708.5,273.5
872.5,451.5
642.5,364.5
885.5,190.5
293.5,362.5
139.5,514.5
212.5,409.5
355.5,343.5
360.5,506.5
825.5,134.5
840.5,159.5
900.5,198.5
101.5,380.5
808.5,207.5
97.5,415.5
166.5,520.5
239.5,457.5
257.5,515.5
258.5,414.5
303.5,455.5
324.5,394.5
349.5,370.5
351.5,357.5
418.5,472.5
502.5,161.5
655.5,376.5
768.5,188.5
972.5,262.5
1052.5,319.5
352.5,466.5
317.5,51.5
816.5,407.5
350.5,440.5
769.5,459.5
905.5,177.5
855.5,430.5
49.5,384.5
160.5,319.5
186.5,193.5
236.5,509.5
32.5,384.5
83.5,345.5
112.5,413.5
186.5,380.5
198.5,404.5
329.5,453.5
426.5,421.5
473.5,276.5
734.5,245.5
840.5,412.5
870.5,389.5
1038.5,320.5
174.5,374.5
228.5,429.5
270.5,341.5
809.5,367.5
83.5,383.5
91.5,390.5
120.5,391.5
165.5,459.5
171.5,388.5
180.5,339.5
208.5,481.5
241.5,371.5
259.5,400.5
286.5,414.5
294.5,524.5
295.5,346.5
601.5,63.5
704.5,472.5
740.5,505.5
751.5,288.5
868.5,469.5
657.5,27.5
683.5,306.5
279.5,289.5
785.5,512.5
94.5,432.5
166.5,340.5
214.5,450.5
215.5,398.5
260.5,324.5
343.5,337.5
381.5,351.5
411.5,375.5
720.5,259.5
822.5,184.5
927.5,527.5
1000.5,208.5
219.5,371.5
406.5,389.5
150.5,406.5
187.5,412.5
192.5,484.5
217.5,384.5
222.5,299.5
226.5,455.5
258.5,355.5
286.5,484.5
331.5,376.5
336.5,300.5
345.5,322.5
649.5,153.5
747.5,220.5
794.5,499.5
825.5,354.5
903.5,179.5
757.5,477.5
785.5,419.5
374.5,469.5
703.5,57.5
732.5,245.5
62.5,299.5
37.5,409.5
173.5,362.5
186.5,392.5
302.5,503.5
336.5,363.5
349.5,314.5
641.5,362.5
785.5,495.5
895.5,161.5
919.5,288.5
946.5,145.5
167.5,503.5
203.5,426.5
269.5,416.5
346.5,488.5
829.5,382.5
184.5,503.5
248.5,404.5
285.5,371.5
768.5,383.5
924.5,137.5
986.5,167.5
1046.5,495.5
