x,y
742.5,213.5
872.5,167.5
214.5,72.5
222.5,111.5
223.5,152.5
236.5,47.5
313.5,95.5
893.5,118.5
906.5,61.5
958.5,93.5
65.5,83.5
989.5,70.5
26.5,58.5
178.5,8.5
313.5,46.5
616.5,403.5
793.5,174.5
853.5,160.5
1000.5,158.5
644.5,148.5
754.5,405.5
823.5,225.5
75.5,192.5
705.5,273.5
1029.5,8.5
598.5,211.5
699.5,42.5
681.5,195.5
85.5,127.5
99.5,120.5
286.5,457.5
490.5,18.5
635.5,291.5
676.5,273.5
692.5,57.5
823.5,385.5
866.5,182.5
869.5,166.5
974.5,125.5
236.5,157.5
663.5,287.5
110.5,150.5
165.5,53.5
303.5,501.5
426.5,43.5
506.5,214.5
567.5,409.5
871.5,377.5
990.5,29.5
67.5,391.5
85.5,420.5
233.5,117.5
291.5,446.5
351.5,224.5
711.5,79.5
715.5,197.5
806.5,49.5
854.5,277.5
877.5,17.5
914.5,133.5
950.5,208.5
984.5,81.5
992.5,57.5
1023.5,35.5
309.5,457.5
357.5,427.5
973.5,73.5
286.5,78.5
343.5,254.5
387.5,250.5
407.5,267.5
460.5,339.5
461.5,525.5
596.5,213.5
704.5,318.5
710.5,405.5
711.5,57.5
811.5,68.5
818.5,400.5
825.5,165.5
876.5,146.5
919.5,80.5
961.5,51.5
963.5,191.5
1007.5,136.5
1045.5,41.5
275.5,514.5
330.5,245.5
715.5,162.5
781.5,388.5
802.5,120.5
855.5,119.5
698.5,77.5
894.5,169.5
206.5,42.5
348.5,53.5
527.5,475.5
96.5,119.5
172.5,132.5
306.5,106.5
562.5,326.5
548.5,23.5
238.5,48.5
546.5,23.5
557.5,343.5
816.5,124.5
583.5,142.5
673.5,445.5
47.5,189.5
319.5,82.5
320.5,138.5
347.5,201.5
359.5,207.5
381.5,369.5
794.5,47.5
800.5,12.5
822.5,257.5
889.5,134.5
893.5,154.5
905.5,125.5
936.5,143.5
675.5,294.5
62.5,381.5
307.5,82.5
347.5,422.5
362.5,232.5
377.5,495.5
516.5,502.5
643.5,392.5
652.5,284.5
676.5,317.5
699.5,197.5
703.5,120.5
769.5,283.5
776.5,216.5
837.5,11.5
845.5,327.5
859.5,99.5
870.5,250.5
879.5,203.5
884.5,113.5
986.5,177.5
1016.5,75.5
750.5,235.5
381.5,82.5
301.5,501.5
314.5,237.5
531.5,254.5
872.5,165.5
213.5,108.5
253.5,33.5
558.5,205.5
668.5,310.5
699.5,227.5
704.5,212.5
865.5,186.5
366.5,61.5
968.5,248.5
10.5,118.5
16.5,89.5
35.5,185.5
78.5,86.5
82.5,150.5
106.5,212.5
201.5,67.5
304.5,107.5
337.5,99.5
384.5,328.5
421.5,519.5
549.5,335.5
705.5,250.5
706.5,214.5
756.5,312.5
770.5,250.5
874.5,108.5
901.5,140.5
478.5,57.5
664.5,289.5
130.5,127.5
174.5,473.5
265.5,175.5
302.5,322.5
524.5,413.5
544.5,519.5
669.5,79.5
684.5,65.5
688.5,420.5
691.5,106.5
691.5,278.5
725.5,204.5
756.5,265.5
776.5,226.5
796.5,390.5
871.5,28.5
970.5,100.5
975.5,216.5
1005.5,67.5
1025.5,49.5
1032.5,26.5
23.5,2.5
578.5,189.5
876.5,62.5
115.5,21.5
661.5,241.5
758.5,314.5
273.5,158.5
690.5,328.5
708.5,337.5
854.5,162.5
357.5,522.5
835.5,140.5
83.5,125.5
97.5,31.5
278.5,144.5
326.5,98.5
350.5,312.5
411.5,381.5
480.5,382.5
554.5,245.5
686.5,127.5
696.5,231.5
976.5,58.5
251.5,33.5
490.5,396.5
504.5,523.5
666.5,312.5
885.5,27.5
61.5,146.5
62.5,188.5
83.5,21.5
108.5,246.5
260.5,432.5
279.5,93.5
320.5,111.5
368.5,59.5
368.5,431.5
442.5,425.5
461.5,362.5
464.5,82.5
473.5,17.5
536.5,295.5
542.5,226.5
614.5,328.5
659.5,239.5
698.5,99.5
729.5,331.5
752.5,165.5
757.5,14.5
782.5,31.5
789.5,337.5
807.5,159.5
960.5,65.5
1006.5,172.5
1041.5,120.5
526.5,217.5
360.5,358.5
294.5,429.5
921.5,82.5
119.5,43.5
258.5,430.5
991.5,208.5
510.5,240.5
62.5,126.5
86.5,125.5
108.5,150.5
807.5,396.5
833.5,140.5
876.5,222.5
884.5,383.5
961.5,213.5
997.5,87.5
92.5,433.5
657.5,420.5
716.5,226.5
776.5,301.5
129.5,84.5
247.5,78.5
412.5,346.5
432.5,368.5
669.5,267.5
687.5,356.5
1019.5,113.5
